Brand,Description,VendorNo,VendorName,Total_Qty_Sold,Total_Revenue,Unit_Cost,Total_COGS,Gross_Profit
2845,Old Camp Spicy Pecan Peach W,7245,PROXIMO SPIRITS INC.       ,442,8835.58,14.59,6448.78,2386.8
2852,Bushmills 10 Yr Irish Whisky,7245,PROXIMO SPIRITS INC.       ,1008,41317.92,30.14,30381.12,10936.8
2859,Bushmills Irish Honey,7245,PROXIMO SPIRITS INC.       ,784,16814.16,12.94,10144.96,6669.200000000001
2877,Bushmills 16 Yr Old Irish W,7245,PROXIMO SPIRITS INC.       ,31,2045.6899999999998,49.25,1526.75,518.9399999999998
2902,Stranahan's Colorado Whiskey,7245,PROXIMO SPIRITS INC.       ,787,38865.130000000005,37.0,29119.0,9746.130000000005
2951,Old Bushmills Irish Whiskey,7245,PROXIMO SPIRITS INC.       ,3135,129456.65000000001,28.78,90225.3,39231.350000000006
2952,Old Bushmills,7245,PROXIMO SPIRITS INC.       ,5782,132962.18,14.61,84475.01999999999,48487.16
3053,Three Olives Cherry Vodka,7245,PROXIMO SPIRITS INC.       ,8,7.92,0.79,6.32,1.5999999999999996
3058,Three Olives Vodka,7245,PROXIMO SPIRITS INC.       ,489,484.11,0.71,347.19,136.92000000000002
3065,Three Olives Grape Vodka,7245,PROXIMO SPIRITS INC.       ,86,85.14,0.71,61.059999999999995,24.080000000000005
3096,Three Olives Loopy Vodka,7245,PROXIMO SPIRITS INC.       ,19,18.810000000000002,0.72,13.68,5.130000000000003
3098,Three Olives Elvis Presley,7245,PROXIMO SPIRITS INC.       ,8,119.92,8.52,68.16,51.760000000000005
3137,Three Olives Blueberry Vodka,7245,PROXIMO SPIRITS INC.       ,17118,16946.82,0.76,13009.68,3937.1399999999994
3152,Three Olives Jacked Apple,7245,PROXIMO SPIRITS INC.       ,61,670.39,7.91,482.51,187.88
3163,Three Olives Dude Vodka,7245,PROXIMO SPIRITS INC.       ,61,914.39,8.82,538.02,376.37
3183,Jose Cuervo Tradicional Slvr,7245,PROXIMO SPIRITS INC.       ,3451,66976.48999999999,13.7,47278.7,19697.789999999994
3187,Three Olives Cake Vodka,7245,PROXIMO SPIRITS INC.       ,16,239.84,8.72,139.52,100.32
3468,Three Olives Watermeln Vodka,7245,PROXIMO SPIRITS INC.       ,61,914.39,10.86,662.4599999999999,251.93000000000006
3662,Three Olives Blueberry Vodka,7245,PROXIMO SPIRITS INC.       ,2145,24990.55,8.75,18768.75,6221.799999999999
3711,Three Olives Mango Vodka,7245,PROXIMO SPIRITS INC.       ,107,1603.93,11.36,1215.52,388.4100000000001
3725,Three Olives Pomegranate,7245,PROXIMO SPIRITS INC.       ,6390,87030.1,9.35,59746.5,27283.600000000006
3729,Three Olives Whipped Cream,7245,PROXIMO SPIRITS INC.       ,44,483.56,8.59,377.96,105.60000000000002
3738,Three Olives Chocolate Vodka,7245,PROXIMO SPIRITS INC.       ,725,9001.75,9.29,6735.249999999999,2266.500000000001
3739,Three Olives Orange Vodka,7245,PROXIMO SPIRITS INC.       ,144,2065.56,9.92,1428.48,637.0799999999999
3765,Three Olives Citrus Vodka,7245,PROXIMO SPIRITS INC.       ,1064,13261.36,9.37,9969.679999999998,3291.680000000002
3766,Three Olives Grape Vodka,7245,PROXIMO SPIRITS INC.       ,12201,161089.99,9.35,114079.34999999999,47010.64
3776,Jose Cuervo Especial Silver,7245,PROXIMO SPIRITS INC.       ,25596,684036.0399999999,18.56,475061.75999999995,208974.27999999997
3779,Three Olives Cherry Vodka,7245,PROXIMO SPIRITS INC.       ,10437,137643.63,9.35,97585.95,40057.68000000001
3780,Three Olives Raspberry Vodk,7245,PROXIMO SPIRITS INC.       ,6394,83992.06,10.31,65922.14,18069.92
3781,Three Olives Vanilla Vodka,7245,PROXIMO SPIRITS INC.       ,6773,86087.27,9.29,62921.16999999999,23166.100000000013
3787,Jose Cuervo Especial Silver,7245,PROXIMO SPIRITS INC.       ,14977,248461.22999999998,11.8,176728.6,71732.62999999998
3791,Jose Cuervo Especial Silver,7245,PROXIMO SPIRITS INC.       ,7109,74423.91,6.56,46635.04,27788.870000000003
3792,Jose Cuervo La Familia Rsv,7245,PROXIMO SPIRITS INC.       ,82,8199.18,71.42,5856.44,2342.7400000000007
3802,Three Olives Vodka,7245,PROXIMO SPIRITS INC.       ,74722,1408627.78,13.43,1003516.46,405111.32000000007
3805,Cuervo Silver Rolling Stones,7245,PROXIMO SPIRITS INC.       ,3850,60285.5,11.19,43081.5,17204.0
3808,Three Olives Vodka,7245,PROXIMO SPIRITS INC.       ,10975,146252.25,9.55,104811.25000000001,41440.999999999985
3829,Three Olives Peach Vodka,7245,PROXIMO SPIRITS INC.       ,2162,26359.38,11.1,23998.2,2361.1800000000003
3860,Jose Cuervo Cinge,7245,PROXIMO SPIRITS INC.       ,111,1885.8899999999999,9.22,1023.4200000000001,862.4699999999998
3944,Gran Centenario Anejo,7245,PROXIMO SPIRITS INC.       ,676,29333.24,31.99,21625.239999999998,7708.000000000004
3969,Jose Cuervo Tradicional,7245,PROXIMO SPIRITS INC.       ,4231,82979.18999999999,14.67,62068.77,20910.41999999999
3981,Three Olives Berry Vodka,7245,PROXIMO SPIRITS INC.       ,3218,40313.82,9.37,30152.659999999996,10161.160000000003
4130,Kraken Black Spiced Rum,7245,PROXIMO SPIRITS INC.       ,8110,88537.9,6.81,55229.1,33308.799999999996
4174,Kraken Black Spiced Rum,7245,PROXIMO SPIRITS INC.       ,7883,230394.16999999998,21.59,170193.97,60200.19999999998
4187,Kraken Black Spiced Rum,7245,PROXIMO SPIRITS INC.       ,9737,190625.62999999998,12.85,125120.45,65505.17999999998
4366,Kracken Black Rum,7245,PROXIMO SPIRITS INC.       ,2174,38626.259999999995,14.81,32196.940000000002,6429.319999999992
4391,Matusalem Gran Reserva Rum,7245,PROXIMO SPIRITS INC.       ,766,20711.34,18.1,13864.6,6846.74
4858,Kraken Black Spiced Rum,7245,PROXIMO SPIRITS INC.       ,18351,36518.49,0.71,13029.21,23489.28
5098,Agavero Orange Liqueur Agave,7245,PROXIMO SPIRITS INC.       ,55,1209.45,16.79,923.4499999999999,286.0000000000001
5132,Agavero Tequila Liqueur,7245,PROXIMO SPIRITS INC.       ,31,805.6899999999999,19.99,619.6899999999999,186.0
5587,Jose Cuervo Golden Margarita,7245,PROXIMO SPIRITS INC.       ,12660,236196.4,13.17,166732.19999999998,69464.20000000001
5655,Jose Cuervo Lite Wh Peach,7245,PROXIMO SPIRITS INC.       ,2801,41268.99,8.79,24620.789999999997,16648.2
5714,Jose Cuervo Lime Margarita,7245,PROXIMO SPIRITS INC.       ,7278,72707.22,7.14,51964.92,20742.300000000003
5758,1800 Ultimate Margarita RTD,7245,PROXIMO SPIRITS INC.       ,7568,149258.31999999998,13.33,100881.44,48376.879999999976
5765,Jose Cuervo Lime Margarita,7245,PROXIMO SPIRITS INC.       ,17169,251755.31,10.36,177870.84,73884.47
5767,Jose Cuervo Strawberry Marg,7245,PROXIMO SPIRITS INC.       ,5918,86715.82,10.36,61310.479999999996,25405.34000000001
5798,1800 Raspberry Margarita RTD,7245,PROXIMO SPIRITS INC.       ,2052,35943.479999999996,15.87,32565.239999999998,3378.239999999998
5805,Jose Cuervo Light Margaritas,7245,PROXIMO SPIRITS INC.       ,7126,104528.74,11.1,79098.59999999999,25430.140000000014
5810,Cuervo Watermelon Margaritas,7245,PROXIMO SPIRITS INC.       ,5815,85808.85,10.6,61639.0,24169.850000000006
7353,1800 Ultimate Peach Margrita,7245,PROXIMO SPIRITS INC.       ,2428,46049.719999999994,12.02,29184.559999999998,16865.159999999996
8159,Jose Cuervo Especial,7245,PROXIMO SPIRITS INC.       ,58610,1549701.9,19.69,1154030.9000000001,395670.99999999977
8190,Gran Centenario Rosangel,7245,PROXIMO SPIRITS INC.       ,1323,21154.77,12.3,16272.900000000001,4881.869999999999
8323,Jose Cuervo Gold w/Marg Mix,7245,PROXIMO SPIRITS INC.       ,8364,132660.36,11.9,99531.6,33128.75999999998
8327,Jose Cuervo Silver w/Marg Mx,7245,PROXIMO SPIRITS INC.       ,2220,37477.799999999996,10.94,24286.8,13190.999999999996
8424,1800 Coconut Tequila,7245,PROXIMO SPIRITS INC.       ,8041,199138.59,16.29,130987.89,68150.7
8434,1800 Select Silver Tequila,7245,PROXIMO SPIRITS INC.       ,71,2129.29,20.43,1450.53,678.76
8437,Maestro Dobel Diamond Tequla,7245,PROXIMO SPIRITS INC.       ,1802,66066.98,26.31,47410.619999999995,18656.36
8442,1800 Silver Tequila,7245,PROXIMO SPIRITS INC.       ,4550,63983.5,9.32,42406.0,21577.5
8453,1800 Silver Tequila,7245,PROXIMO SPIRITS INC.       ,6562,18307.98,2.11,13845.82,4462.16
8469,1800 Reposado Gold Tequila,7245,PROXIMO SPIRITS INC.       ,7975,195273.25,16.29,129912.75,65360.5
8470,1800 Reposado Gold Tequila,7245,PROXIMO SPIRITS INC.       ,6894,19234.26,2.08,14339.52,4894.739999999998
8472,1800 Silver Tequila,7245,PROXIMO SPIRITS INC.       ,14364,331230.36,14.99,215316.36000000002,115913.99999999997
8473,1800 Silver Tequila,7245,PROXIMO SPIRITS INC.       ,8205,306667.95,24.44,200530.2,106137.75
8474,1800 Reposado Gold Tequila,7245,PROXIMO SPIRITS INC.       ,6154,230884.46000000002,24.62,151511.48,79372.98000000001
8476,1800 Reposado Gold Tequila,7245,PROXIMO SPIRITS INC.       ,3754,49957.46,8.98,33710.92,16246.54
8484,1800 Coconut Tequila,7245,PROXIMO SPIRITS INC.       ,5062,14122.98,2.16,10933.92,3189.0599999999995
8642,Jose Cuervo RTD Pink Lemonad,7245,PROXIMO SPIRITS INC.       ,2951,40148.49,12.49,36857.99,3290.5
8691,Jose Cuervo Especial,7245,PROXIMO SPIRITS INC.       ,31383,494108.17,11.9,373457.7,120650.46999999997
8712,Cuervo RTD Golden Grapefruit,7245,PROXIMO SPIRITS INC.       ,1343,22655.57,15.74,21138.82,1516.75
8761,Jose Cuervo Especial,7245,PROXIMO SPIRITS INC.       ,11627,125246.73,7.08,82319.16,42927.56999999999
8961,Jose Cuervo Especial,7245,PROXIMO SPIRITS INC.       ,85075,126761.75,1.12,95284.00000000001,31477.749999999985
20382,Fabrizio Dionisio Rose Syrah,7255,PSP WINES ,54,807.46,8.1,437.4,370.06000000000006
20383,Fabrizio Dionisio Cast Syrah,7255,PSP WINES ,308,4340.92,9.03,2781.24,1559.6800000000003
20384,Fabrizio Dionisio Il Cast Sy,7255,PSP WINES ,12,287.88,15.58,186.96,100.91999999999999
20387,Antico Colle Chianti Colli,7255,PSP WINES ,24,263.76,7.28,174.72,89.03999999999999
20388,Antico Colle Toscana Rosso,7255,PSP WINES ,13,129.87,6.75,87.75,42.120000000000005
20395,Antico Colle Rosso di Montep,7255,PSP WINES ,1155,11538.45,6.49,7495.95,4042.500000000001
20398,I Lauri Bajo Montepul d'Abru,7255,PSP WINES ,3944,36756.56,6.03,23782.32,12974.239999999998
20400,Ilauri Le Pinciaie 10 Red,7255,PSP WINES ,1397,19842.03,9.08,12684.76,7157.269999999999
20401,I Lauri Trebbiano d'Abruzzo,7255,PSP WINES ,36,371.64,6.12,220.32,151.32
20402,I Lauri Tavo Pnt Grigio,7255,PSP WINES ,695,6754.05,6.2,4309.0,2445.05
20403,Tenuta Santo Pietro Imago 11,7255,PSP WINES ,25,329.25,7.46,186.5,142.75
20404,Tenuta Santo Pietro Pio Il C,7255,PSP WINES ,1034,11486.66,8.1,8375.4,3111.26
20405,Tenuta Santo Pietro Viper Su,7255,PSP WINES ,1101,17170.99,10.96,12066.960000000001,5104.030000000001
20406,Tenuta Santo Pietro Percept,7255,PSP WINES ,726,14858.74,13.69,9938.94,4919.799999999999
21334,Ilauri Prosecco Extra Dry,7255,PSP WINES ,10,135.9,8.66,86.6,49.30000000000001
22711,Ilauri Bajo Montplc d'Abruzo,7255,PSP WINES ,30,539.7,9.73,291.90000000000003,247.8
23084,Villa Olmi Cabernet Svgn,7255,PSP WINES ,12,107.88,6.2,74.4,33.47999999999999
23088,Villa Olmi Prosecco Ex Dry,7255,PSP WINES ,7,71.93,6.66,46.62,25.31000000000001
23122,Innocenti Vignalsole Rosso,7255,PSP WINES ,226,5896.74,17.0,3842.0,2054.74
23123,Federico Ferrero Chard Langh,7255,PSP WINES ,435,5708.65,8.78,3819.2999999999997,1889.35
23126,Giorgio Carnevale Barbr Asti,7255,PSP WINES ,716,8584.84,8.1,5799.599999999999,2785.2400000000007
23498,Coste di Brenta Cerasuolo,7255,PSP WINES ,17,186.83,7.58,128.86,57.97
23508,Vino.e Falanghina Beneventno,7255,PSP WINES ,43,558.5699999999999,8.9,382.70000000000005,175.8699999999999
23791,Pio II Chianti 07,7255,PSP WINES ,12,83.88,4.69,56.28,27.599999999999994
24111,Don Ramon Oak Aged 12 Tinto,7255,PSP WINES ,186,1672.14,7.58,1409.88,262.26
24520,I Lauri Spumante Brut Rose,7255,PSP WINES ,607,7884.93,8.96,5438.72,2446.21
24521,F Ferrero Dolceto D'Alba DOC,7255,PSP WINES ,12,165.88,7.79,93.48,72.39999999999999
24841,Porta 6 Red,7255,PSP WINES ,1403,11927.97,5.47,7674.41,4253.5599999999995
24844,Mureda Tempranillo Organic,7255,PSP WINES ,146,1312.54,7.28,1062.88,249.65999999999985
24845,Mureda Svgn Bl Organic,7255,PSP WINES ,59,530.41,7.48,441.32000000000005,89.08999999999992
24847,Mureda Cab Svgn Organic,7255,PSP WINES ,149,1339.51,7.53,1121.97,217.53999999999996
14542,Ch Haut-BrionPessac-Leo Gr C,7749,R.P.IMPORTS INC            ,1,299.99,193.54,193.54,106.45000000000002
14545,Ch Mouton Rothschild 07 Paui,7749,R.P.IMPORTS INC            ,3,1049.97,230.26,690.78,359.19000000000005
16214,Bonny Doon Alamo Crk Syrah,7749,R.P.IMPORTS INC            ,1,40.99,27.7,27.7,13.290000000000003
16365,La Demoiselle de By Medoc,7749,R.P.IMPORTS INC            ,4,59.96,10.2,40.8,19.160000000000004
16398,Shane The Unknown Syrah No C,7749,R.P.IMPORTS INC            ,39,1559.61,25.8,1006.2,553.4099999999999
16399,Shane Judge Vyd Syrah Bennet,7749,R.P.IMPORTS INC            ,25,1074.75,29.24,731.0,343.75
16787,Casa Solar Tempranillo,7749,R.P.IMPORTS INC            ,8,63.92,5.47,43.76,20.160000000000004
17322,Cortijo Rosado Rioja,7749,R.P.IMPORTS INC            ,17,237.83,9.2,156.39999999999998,81.43000000000004
17369,Gattinara Red,7749,R.P.IMPORTS INC            ,16,335.84,13.54,216.64,119.19999999999999
17842,Chenade les Rials VDP Tarn,7749,R.P.IMPORTS INC            ,1,8.99,5.84,5.84,3.1500000000000004
19054,Chateau Gazin Pomerol 10,7749,R.P.IMPORTS INC            ,3,389.97,89.65,268.95000000000005,121.01999999999998
19058,Chateau Camensac 10,7749,R.P.IMPORTS INC            ,15,719.85,32.43,486.45,233.40000000000003
19059,Chateau Carlmagnus 10,7749,R.P.IMPORTS INC            ,35,944.65,17.76,621.6,323.04999999999995
19060,Chateau Dalem 10 Fronsac,7749,R.P.IMPORTS INC            ,9,314.91,23.97,215.73,99.18000000000004
19061,Ch Olivier Pessac-Leognan 10,7749,R.P.IMPORTS INC            ,66,3365.34,33.99,2243.34,1122.0
19062,Ch Olivier 10 Blanc Pessac-L,7749,R.P.IMPORTS INC            ,73,3722.27,33.99,2481.27,1241.0
19063,Ch Meyney 10 Bourgeois St Es,7749,R.P.IMPORTS INC            ,10,539.9,35.99,359.90000000000003,179.99999999999994
19125,Ch Poujeaux 10 Moulis,7749,R.P.IMPORTS INC            ,17,866.83,33.11,562.87,303.96000000000004
19318,Ch Leoville-Barton Gr Cru 09,7749,R.P.IMPORTS INC            ,24,3959.76,108.55,2605.2,1354.5600000000004
19586,Ch Godeau St Emilion 10 Cru,7749,R.P.IMPORTS INC            ,3,125.97,28.76,86.28,39.69
19588,Ch Lafaurie-Peyragey Saut 10,7749,R.P.IMPORTS INC            ,55,4454.45,53.99,2969.45,1485.0
19589,Ch La Vieille Cure Frnsac 10,7749,R.P.IMPORTS INC            ,1,37.99,26.02,26.02,11.970000000000002
19590,Haut-Carles Fronsac 10,7749,R.P.IMPORTS INC            ,13,662.87,33.99,441.87,221.0
19591,Goulee Cos d'Estournel 10,7749,R.P.IMPORTS INC            ,13,558.87,28.47,370.11,188.76
19592,Ch Fonroque St Emilion 10,7749,R.P.IMPORTS INC            ,2,103.98,33.76,67.52,36.46000000000001
19594,Ch Doisy Daene Gr Vin Sec 10,7749,R.P.IMPORTS INC            ,38,1101.62,18.95,720.0999999999999,381.52
19595,Ch Doisy Daene Sauternes 10,7749,R.P.IMPORTS INC            ,13,961.8699999999999,50.33,654.29,307.5799999999999
19597,Ch Coutet Sauternes-Barsc 10,7749,R.P.IMPORTS INC            ,7,874.9300000000001,84.45,591.1500000000001,283.78
19598,Ch Coufran Haut Medoc 10,7749,R.P.IMPORTS INC            ,23,689.77,19.73,453.79,235.97999999999996
19603,Ch Jean De Gue Lalande 10,7749,R.P.IMPORTS INC            ,9,386.91,29.24,263.15999999999997,123.75000000000006
19604,Ch Lacoste-Borie Pauillac 10,7749,R.P.IMPORTS INC            ,15,644.85,28.66,429.90000000000003,214.95
19606,Ch Fontenil Fronsac 10,7749,R.P.IMPORTS INC            ,20,899.8,30.61,612.1999999999999,287.6
19608,Ch Rollan de By Bourgeois 10,7749,R.P.IMPORTS INC            ,1,31.99,22.06,22.06,9.93
19609,Ch Guiraud Sauternes 10,7749,R.P.IMPORTS INC            ,34,2855.66,57.53,1956.02,899.6399999999999
19610,Ch Rieussec Gr Cru 10 Sauter,7749,R.P.IMPORTS INC            ,28,3499.7200000000003,86.2,2413.6,1086.1200000000003
19612,Ch Petit Bocq Cru Borgeos 10,7749,R.P.IMPORTS INC            ,10,319.9,21.19,211.9,107.99999999999997
19614,Ch Larrivet Haut-Brion 10,7749,R.P.IMPORTS INC            ,3,179.97,40.53,121.59,58.379999999999995
19616,Ch Senejac Haut-Medoc 10,7749,R.P.IMPORTS INC            ,5,134.95,17.64,88.2,46.749999999999986
19617,Ch Suduiraut Sauternes 10,7749,R.P.IMPORTS INC            ,13,1637.87,86.89,1129.57,508.29999999999995
19618,Ch Lafon-Rochet St Estphe 10,7749,R.P.IMPORTS INC            ,57,4730.43,53.54,3051.78,1678.65
19621,Ch Rol Valentin 10,7749,R.P.IMPORTS INC            ,46,2943.54,42.66,1962.36,981.1800000000001
19622,Ch La Tour Blanche 1er 10,7749,R.P.IMPORTS INC            ,1,104.99,69.99,69.99,35.0
19630,Ch Bernadotte 10 Haut Medoc,7749,R.P.IMPORTS INC            ,32,1119.68,23.48,751.36,368.32000000000005
19791,Ch Ksara Bl de L'Observatoir,7749,R.P.IMPORTS INC            ,7,83.93,8.21,57.470000000000006,26.46
19795,Ch Ksara RSV du Couvent,7749,R.P.IMPORTS INC            ,1,13.99,9.52,9.52,4.470000000000001
19796,San Zopito Montepulciano d'A,7749,R.P.IMPORTS INC            ,45,1349.55,19.99,899.55,450.0
19797,Lucanto Montepulciano d'Abru,7749,R.P.IMPORTS INC            ,34,577.66,11.64,395.76,181.89999999999998
20224,Tommaso Bussola Amarone Clsc,7749,R.P.IMPORTS INC            ,15,899.8499999999999,38.95,584.25,315.5999999999999
20441,Senorio de Barahonda Carro,7749,R.P.IMPORTS INC            ,1,12.99,8.84,8.84,4.15
20442,Vigna Magana Dignus,7749,R.P.IMPORTS INC            ,18,359.82,13.51,243.18,116.63999999999999
20689,Charles Fournier Rsl,7749,R.P.IMPORTS INC            ,19,303.81,10.32,196.07999999999998,107.73000000000002
20707,Raffy Malbec Terrior,7749,R.P.IMPORTS INC            ,6,95.94,10.59,63.54,32.4
21822,Tenuta S Anna Ex Dry Prsecco,7749,R.P.IMPORTS INC            ,12,215.88,11.68,140.16,75.72
22263,Volker Eisele Family Est Cab,7749,R.P.IMPORTS INC            ,19,949.8100000000001,32.46,616.74,333.07000000000005
41053,WillaKenzie Est Ore Pnt Gris,7749,R.P.IMPORTS INC            ,9,197.91,15.06,135.54,62.370000000000005
43011,Anastasi Estates Dry Wh Mesn,7749,R.P.IMPORTS INC            ,4,47.96,7.79,31.16,16.8
43013,Anastasi Estates Messinia Rd,7749,R.P.IMPORTS INC            ,27,323.73,7.94,214.38000000000002,109.35
46394,Hullabaloo Znfdl Napa,7749,R.P.IMPORTS INC            ,12,215.88,12.32,147.84,68.03999999999999
61,Margaritaville Silver,8004,SAZERAC CO INC             ,312,4364.88,10.6,3307.2,1057.6800000000003
123,Van Winkle Special Rsv 10 Yr,8004,SAZERAC CO INC             ,58,3459.42,38.75,2247.5,1211.92
151,Pirassununga Cachaca 51 Rum,8004,SAZERAC CO INC             ,362,5788.38,11.5,4163.0,1625.38
158,Pappy Van Winkle 15 Yr Old,8004,SAZERAC CO INC             ,18,1799.82,62.01,1116.18,683.6399999999999
407,Hancock Rsv Bourbon,8004,SAZERAC CO INC             ,17,849.83,39.36,669.12,180.71000000000004
437,Rock Hills Farm Bourbon,8004,SAZERAC CO INC             ,13,649.87,37.87,492.30999999999995,157.56000000000006
441,Caribou Crossing Canadian,8004,SAZERAC CO INC             ,148,7398.52,37.31,5521.88,1876.6400000000003
495,Sweet Carolina Sweet Tea Vdk,8004,SAZERAC CO INC             ,91,1455.09,12.49,1136.59,318.5
529,Desert Island Iced Tea,8004,SAZERAC CO INC             ,401,2923.29,5.61,2249.61,673.6799999999998
539,Bowman's Vodka,8004,SAZERAC CO INC             ,8154,47211.66,4.2,34246.8,12964.86
546,Bowman's Rum,8004,SAZERAC CO INC             ,23,172.27,5.59,128.57,43.70000000000002
552,Tijuana White Tequilla,8004,SAZERAC CO INC             ,1,8.99,6.42,6.42,2.5700000000000003
557,Bowman's Gin,8004,SAZERAC CO INC             ,23,144.67000000000002,4.84,111.32,33.35000000000002
704,Van Winkle Special Rsv 12 Yr,8004,SAZERAC CO INC             ,38,2649.62,47.61,1809.18,840.4399999999998
809,Southern Comfort,8004,,2437,45629.63,,,
1042,Benchmark Egg Nog,8004,SAZERAC CO INC             ,1002,6931.9800000000005,5.34,5350.679999999999,1581.300000000001
1059,Old St Nick's Egg Nog,8004,SAZERAC CO INC             ,927,5552.73,3.4,3151.7999999999997,2400.93
1079,Weller Antique -Hanover Chop,8004,SAZERAC CO INC             ,12,275.88,18.39,220.68,55.19999999999999
1095,Southern Comfort wShaker,8004,SAZERAC CO INC             ,327,4574.73,10.68,3492.36,1082.3699999999994
1127,Granny's Gingerbread Cream,8004,SAZERAC CO INC             ,1220,14627.8,9.37,11431.4,3196.3999999999996
1210,Elmer T Lee Bourbon,8004,SAZERAC CO INC             ,267,9342.33,27.34,7299.78,2042.5500000000002
1236,Southern Comfort & Egg Nog,8004,,10,239.89999999999998,,,
1281,Benchmark Old #8 Bourbon,8004,SAZERAC CO INC             ,8444,139130.56,11.19,94488.36,44642.2
1398,Blantons Sgl Barrel Bourbon,8004,SAZERAC CO INC             ,5339,302732.61,40.59,216710.01,86022.59999999998
1591,Carstairs White Seal,8004,SAZERAC CO INC             ,394,5118.0599999999995,9.92,3908.48,1209.5799999999995
1604,Pappy Van Winkle Rsv 23 Yr,8004,SAZERAC CO INC             ,6,1619.94,198.4,1190.4,429.53999999999996
1767,Buffalo Trace Bourbon,8004,SAZERAC CO INC             ,16336,412468.63999999996,19.37,316428.32,96040.31999999995
1887,House of Stuart Scotch,8004,SAZERAC CO INC             ,12,119.88,7.24,86.88,33.0
1920,Bowman Brothers Small Batch,8004,SAZERAC CO INC             ,851,25521.489999999998,22.55,19190.05,6331.439999999999
1996,Del Maguey Vida Mezcal,8004,SAZERAC CO INC             ,7,216.93,20.4,142.79999999999998,74.13000000000002
2013,E H Taylor Straight Rye,8004,SAZERAC CO INC             ,79,5529.21,55.55,4388.45,1140.7600000000002
2014,Weller Rsv Special Barrel,8004,SAZERAC CO INC             ,418,10027.82,18.39,7687.02,2340.7999999999993
2157,Canadian Hunter Rye Whiskey,8004,SAZERAC CO INC             ,1276,16575.24,11.02,14061.52,2513.720000000001
2177,Canadian Hunter Rye,8004,SAZERAC CO INC             ,10227,10124.73,0.72,7363.44,2761.29
2196,Canadian Hunter Whiskey,8004,SAZERAC CO INC             ,4152,49782.48,10.6,44011.2,5771.280000000006
2212,Canadian Rich & Rare,8004,SAZERAC CO INC             ,6516,74835.84,8.72,56819.520000000004,18016.319999999992
2246,Speyburn Brandan Orach,8004,SAZERAC CO INC             ,2381,46271.189999999995,13.96,33238.76,13032.429999999993
2251,Canadian Hunter Whisky,8004,SAZERAC CO INC             ,14216,14073.84,0.79,11230.640000000001,2843.199999999999
2573,Firefly Caramel Moonshine,8004,SAZERAC CO INC             ,8,159.92,15.99,127.92,31.999999999999986
2582,Firefly Blackberry Moonshine,8004,SAZERAC CO INC             ,602,9023.98,11.8,7103.6,1920.3799999999992
2598,Firefly Apple Pie Moonshine,8004,SAZERAC CO INC             ,3233,53521.67,11.44,36985.52,16536.15
2630,Old Pulteney Single Malt Sc,8004,SAZERAC CO INC             ,1790,68916.1,29.91,53538.9,15377.200000000004
2664,Firefly Moonshine,8004,SAZERAC CO INC             ,292,4233.58,10.5,3066.0,1167.58
2686,AnCnoc 12 Yr Old Scotch,8004,SAZERAC CO INC             ,1517,58483.83,26.8,40655.6,17828.230000000003
2924,Speyburn 10-Yr Single Malt,8004,SAZERAC CO INC             ,4573,107599.26999999999,17.18,78564.14,29035.12999999999
2936,Abraham Bowman Ltd Edition,8004,SAZERAC CO INC             ,4,279.96,53.02,212.08,67.87999999999997
2957,Glenfarclas 12-Yr Scotch,8004,SAZERAC CO INC             ,2004,73143.96,25.89,51883.56,21260.40000000001
2961,W.Laure Weller KY Bourbon,8004,SAZERAC CO INC             ,78,7019.22,58.82,4587.96,2431.26
2962,Mount Royal Light Canadian W,8004,SAZERAC CO INC             ,60,659.4,8.52,511.2,148.2
2972,Eagle Rare Bourbon 17 yr,8004,SAZERAC CO INC             ,1,79.99,57.55,57.55,22.439999999999998
2973,Eagle Rare Single Barrel Bo,8004,SAZERAC CO INC             ,9002,257336.97999999998,19.85,178689.7,78647.27999999997
2974,Sazerac 6 Yr Straight Rye,8004,SAZERAC CO INC             ,350,10496.5,21.73,7605.5,2891.0
2977,Concannon Irish Whiskey,8004,SAZERAC CO INC             ,12,263.88,17.18,206.16,57.72
2983,T.T. Handy Sazerac Rye Whisk,8004,SAZERAC CO INC             ,93,8369.07,59.25,5510.25,2858.8199999999997
3004,Clix Vodka,8004,SAZERAC CO INC             ,6,1799.94,234.37,1406.22,393.72
3050,Bowman Vodka,8004,SAZERAC CO INC             ,25479,229056.21,6.51,165868.29,63187.919999999984
3218,Firefly Sweet Tea Vodka,8004,SAZERAC CO INC             ,8548,114734.52,10.23,87446.04000000001,27288.479999999996
3227,Taaka Gin,8004,SAZERAC CO INC             ,15134,137494.66,6.86,103819.24,33675.42
3237,Firefly Sweet Tea Vodka,8004,SAZERAC CO INC             ,5976,151349.24,18.17,108583.92000000001,42765.31999999998
3246,Bentley's Vodka,8004,SAZERAC CO INC             ,59245,520763.55,6.71,397533.95,123229.59999999998
3265,Firefly Sweet Tea Vodka,8004,SAZERAC CO INC             ,48649,23838.01,0.36,17513.64,6324.369999999999
3522,Platinum 7X Distilled Vodka,8004,SAZERAC CO INC             ,70351,914148.49,9.62,676776.62,237371.87
3612,Taaka Vodka,8004,SAZERAC CO INC             ,30650,284147.5,6.81,208726.5,75421.0
3636,Dr McGillicuddy's Mentholmnt,8004,SAZERAC CO INC             ,25022,172791.78,5.03,125860.66,46931.119999999995
3688,Bowman's Light Vodka,8004,SAZERAC CO INC             ,112,618.88,3.56,398.71999999999997,220.16000000000003
