Brand,Description,VendorNo,VendorName,Total_Qty_Sold,Total_Revenue,Unit_Cost,Total_COGS,Gross_Profit
39308,Rozes LBV 00 Porto,1601,VRANKEN AMERICA            ,20,259.8,8.49,169.8,90.0
6506,Villa Zarri Nocino Liqueur,1650,Circa Wines                ,106,4825.9400000000005,33.21,3520.26,1305.6800000000003
10259,Hobo Znfdl Dry Creek,1650,Circa Wines                ,48,959.52,13.42,644.16,315.36
13669,Folk Machine Pnt Nr,1650,Circa Wines                ,101,1956.49,12.33,1245.3300000000002,711.1599999999999
14833,Vinum Cellars Red Dirt Red,1650,Circa Wines                ,40,718.6,12.07,482.8,235.8
14834,White Elephant Vinum Cellars,1650,Circa Wines                ,54,971.4599999999999,10.32,557.28,414.17999999999995
14835,Vinum Cellars Pnt Nr,1650,Circa Wines                ,30,433.7,9.72,291.6,142.09999999999997
14836,Vinum Cellars Chard,1650,Circa Wines                ,25,358.04999999999995,6.81,170.25,187.79999999999995
14837,Vinum Cellars Petite Sirah,1650,Circa Wines                ,6,86.94,9.47,56.82000000000001,30.11999999999999
15322,Vinum Cellars Scrapper Cab F,1650,Circa Wines                ,88,2581.12,19.17,1686.96,894.1599999999999
15323,Vinum Cellars Cab Svgn Napa,1650,Circa Wines                ,8,283.92,24.82,198.56,85.36000000000001
16274,Vinum Cellars Chenin Blanc,1650,Circa Wines                ,17,246.32999999999998,9.99,169.82999999999998,76.5
16349,Cinsault Frick,1650,Circa Wines                ,31,759.1899999999999,15.9,492.90000000000003,266.2899999999999
18359,Domaine de la Damase Rhone,1650,Circa Wines                ,72,1043.28,9.73,700.5600000000001,342.7199999999999
18360,Dom de la Damase Grenache,1650,Circa Wines                ,47,563.53,8.05,378.35,185.17999999999995
18769,Vinum Cellars Znfdl Cal,1650,Circa Wines                ,19,275.31,9.86,187.33999999999997,87.97000000000003
19252,Camp Cab Svgn Sonoma County,1650,Circa Wines                ,73,1167.27,10.2,744.5999999999999,422.6700000000001
19253,Camp Chard Sonoma Cnty,1650,Circa Wines                ,100,1387.0,8.38,838.0,549.0
20088,Camp Merlot Sonoma Cnty,1650,Circa Wines                ,36,575.64,10.45,376.2,199.44
20093,Ch Beausejour Pentimento,1650,Circa Wines                ,24,575.76,14.66,351.84000000000003,223.91999999999996
20095,Ch Monestier La Tour Blanc,1650,Circa Wines                ,12,179.88,8.55,102.60000000000001,77.27999999999999
20124,Bagordi Cosecha Rioja,1650,Circa Wines                ,2,27.98,9.14,18.28,9.7
20146,Ch Le Ringue Brdx,1650,Circa Wines                ,15,254.85,11.72,175.8,79.04999999999998
20488,Abadia de la Oliva Blanca,1650,Circa Wines                ,12,203.88,9.86,118.32,85.56
21486,Twelfth Night Pnt Nr,1650,Circa Wines                ,9,206.91,15.86,142.74,64.16999999999999
21487,Twelfth Night Svgn Bl,1650,Circa Wines                ,6,92.94,10.54,63.239999999999995,29.700000000000003
21488,Twelfth Night Rsl,1650,Circa Wines                ,52,911.48,11.61,603.72,307.76
21489,El Petit Carlania Trepat,1650,Circa Wines                ,43,803.5699999999999,12.74,547.8199999999999,255.75
21491,Erre d Herrero Verdejo Rueda,1650,Circa Wines                ,18,269.82,10.2,183.6,86.22
21564,Folk Machine Parts & Labor R,1650,Circa Wines                ,19,291.31,10.4,197.60000000000002,93.70999999999998
21785,Ghostwriter Pnt Nr,1650,Circa Wines                ,8,227.92,19.59,156.72,71.19999999999999
22209,The Insider Cab Svgn,1650,Circa Wines                ,53,953.4699999999999,11.76,623.28,330.18999999999994
22225,Gifft Chardonnay,1650,Circa Wines                ,20,279.8,8.05,161.0,118.80000000000001
22227,Gifft Red Blend,1650,Circa Wines                ,226,3137.74,6.49,1466.74,1670.9999999999998
23442,Sule Susumaniello IGP,1650,Circa Wines                ,1,20.99,14.28,14.28,6.709999999999999
23444,Quota 31 Primitivo IGP,1650,Circa Wines                ,24,287.76,8.27,198.48,89.28
23445,Ma Terr Aglianico Vulture,1650,Circa Wines                ,12,167.88,9.52,114.24,53.64
23451,Terra Mia Lacryma Christi Wh,1650,Circa Wines                ,63,778.87,8.33,524.7900000000001,254.07999999999993
23475,Ghostwriter Chard Santa Cruz,1650,Circa Wines                ,7,202.93,19.99,139.93,63.0
23484,Ranch 32 Chard,1650,Circa Wines                ,1,13.99,9.45,9.45,4.540000000000001
24147,Toucas Vinho Verde DOC,1650,Circa Wines                ,88,878.12,5.91,520.08,358.03999999999996
24148,Roncolato Valpo Super S Barb,1650,Circa Wines                ,12,173.88,9.66,115.92,57.959999999999994
24149,La Monacesca Verd di Mattell,1650,Circa Wines                ,39,779.61,13.51,526.89,252.72000000000003
24510,Tin Barn Svgn B Hi Vista Vyd,1650,Circa Wines                ,90,1439.1,10.8,972.0000000000001,467.0999999999998
24511,Tin Barn Znfdl RRV Gilsson,1650,Circa Wines                ,12,263.88,14.86,178.32,85.56
24512,Tin Barn Cab Svgn Sonoma Cty,1650,Circa Wines                ,76,1671.24,13.79,1048.04,623.2
24513,R8 Cab Svgn,1650,Circa Wines                ,29,347.71,7.99,231.70999999999998,116.0
24514,R8 Chard,1650,Circa Wines                ,16,190.84,7.89,126.24,64.60000000000001
24784,Roncolato Pnt Grigio Veneto,1650,Circa Wines                ,42,428.58,7.04,295.68,132.89999999999998
25478,Estro d Piona Sparkling Rose,1650,Circa Wines                ,25,449.75,12.16,304.00000000000006,145.74999999999994
26089,Pietro Rinaldi di Como Dolce,1650,Circa Wines                ,24,407.76,11.18,268.32,139.44
26090,Pietro Rinaldi Monpiano Barb,1650,Circa Wines                ,36,719.64,13.51,486.36,233.27999999999997
26093,Pietro Rinaldi Argante Nebbi,1650,Circa Wines                ,24,623.76,16.88,405.12,218.64
26623,Marchesi Bassini Sangiovese,1650,Circa Wines                ,36,359.64,6.53,235.07999999999998,124.56
26624,Marchesi Bassini Chianti Rsv,1650,Circa Wines                ,36,413.64,7.66,275.76,137.88
26625,Maz Caz Rose,1650,Circa Wines                ,51,814.49,11.03,562.53,251.96000000000004
26626,Maz Caz Rouge,1650,Circa Wines                ,36,575.64,10.88,391.68,183.95999999999998
26627,Maz Caz Blanc,1650,Circa Wines                ,54,863.46,10.66,575.64,287.82000000000005
26842,Pierre Angulaire Brdx Blanc,1650,Circa Wines                ,72,1007.28,9.65,694.8000000000001,312.4799999999999
26877,Argentiera Poggio Ginerpi Bo,1650,Circa Wines                ,12,227.88,12.83,153.96,73.91999999999999
26919,Jimenez Landi Bajondillo Men,1650,Circa Wines                ,24,371.76,10.68,256.32,115.44
26921,Tenuta la Favola Bianco,1650,Circa Wines                ,24,419.76,11.51,276.24,143.51999999999998
26923,Rosso del Popolo Lange Rosso,1650,Circa Wines                ,24,359.76,9.99,239.76,120.0
44742,Gamba Znfdl RRV Old Vine,1650,Circa Wines                ,41,1692.5900000000001,24.83,1018.03,674.5600000000002
46904,Banyan Gewurz Monterey,1650,Circa Wines                ,4,55.96,9.26,37.04,18.92
3542,Vera Limon Vodka,1655,FABRIZIA SPIRITS LLC       ,1346,23414.539999999997,17.59,23676.14,-261.6000000000022
3546,Vera Blood Orange Vodka,1655,FABRIZIA SPIRITS LLC       ,1618,28174.82,16.92,27376.56,798.2599999999984
4178,Fabrizia Limoncello,1655,FABRIZIA SPIRITS LLC       ,5198,55487.020000000004,7.46,38777.08,16709.940000000002
4411,Fabrizia's Italian Margarita,1655,FABRIZIA SPIRITS LLC       ,2908,29866.920000000002,7.24,21053.920000000002,8813.0
4701,Fabrizia Limoncello,1655,FABRIZIA SPIRITS LLC       ,5699,99525.01,12.68,72263.31999999999,27261.690000000002
5669,Fabrizia Blood Orange,1655,FABRIZIA SPIRITS LLC       ,2738,47194.619999999995,13.38,36634.44,10560.179999999993
6049,Fabrizia Crema di Limoncello,1655,FABRIZIA SPIRITS LLC       ,1085,18434.149999999998,14.59,15830.15,2603.999999999998
8793,Fabrizia's Margarita RTD,1655,FABRIZIA SPIRITS LLC       ,4916,94406.84,15.07,74084.12,20322.72
19124,Ch la Cour d'Argent Bordeaux,1703,ALISA CARR BEVERAGES           ,16,1119.84,23.97,383.52,736.3199999999999
90010,Ch Smith Haut Lafitte 12,1703,ALISA CARR BEVERAGES           ,98,9015.02,61.74,6050.52,2964.5
90011,Ch Pichon Longville 12 Pauil,1703,ALISA CARR BEVERAGES           ,100,14499.0,94.76,9476.0,5023.0
90012,Ch Malartic Lagravier 12 RG,1703,ALISA CARR BEVERAGES           ,125,6248.75,34.24,4280.0,1968.75
90013,Ch Leoville Barton 12 St Jul,1703,ALISA CARR BEVERAGES           ,109,10898.91,64.93,7077.370000000001,3821.539999999999
90014,Ch Giscours Margaux 12,1703,ALISA CARR BEVERAGES           ,165,10228.35,40.78,6728.7,3499.6500000000005
90025,Ch Lagrange St Julien 11 GC,1703,ALISA CARR BEVERAGES           ,20,1199.8,38.7,774.0,425.79999999999995
90080,Ch Cantenac Brown Margaux 11,1703,ALISA CARR BEVERAGES           ,30,1799.7,40.26,1207.8,591.9000000000001
90081,La Croix Beaucaillou 11 St J,1703,ALISA CARR BEVERAGES           ,26,1299.74,33.11,860.86,438.88
90082,Ch Brane Cantenac Margaux 11,1703,ALISA CARR BEVERAGES           ,30,1949.6999999999998,41.93,1257.8999999999999,691.8
90084,Les Fiefs Lagrange St Jul 11,1703,ALISA CARR BEVERAGES           ,4,127.96,21.05,84.2,43.75999999999999
90086,La Dame Montrose St Estep 11,1703,ALISA CARR BEVERAGES           ,27,1403.73,34.2,923.4000000000001,480.3299999999999
90087,Ch Mouton Rothschild 12 Paui,1703,ALISA CARR BEVERAGES           ,36,16919.64,311.25,11205.0,5714.639999999999
90088,Ch Le Petite Mouton 12 Pauil,1703,ALISA CARR BEVERAGES           ,26,3509.7400000000002,92.46,2403.96,1105.7800000000002
90089,Ch Lynch Bages 12 Pauillac,1703,ALISA CARR BEVERAGES           ,159,19078.41,77.92,12389.28,6689.129999999999
90090,Ch Lafite Rothschild 12,1703,ALISA CARR BEVERAGES           ,15,9749.85,448.27,6724.049999999999,3025.800000000001
90604,Ch Lynch Bages Pauilac,1703,ALISA CARR BEVERAGES           ,76,9119.24,78.42,5959.92,3159.3199999999997
1215,Tullibardine Sherry Finish,2000,SOUTHERN WINE & SPIRITS NE ,54,3509.4599999999996,50.77,2741.5800000000004,767.8799999999992
1248,Tullibardine Sauterne Finish,2000,SOUTHERN WINE & SPIRITS NE ,43,2794.5699999999997,47.44,2039.9199999999998,754.6499999999999
1253,Tullibardine Burgundy Finish,2000,SOUTHERN WINE & SPIRITS NE ,47,3054.5299999999997,51.17,2404.9900000000002,649.5399999999995
2167,Old Beezer 10 Yr SB Bourbon,2000,SOUTHERN WINE & SPIRITS NE ,895,31316.050000000003,25.55,22867.25,8448.800000000003
2849,Tullibardine 20 YO Highland,2000,SOUTHERN WINE & SPIRITS NE ,16,2879.84,129.49,2071.84,808.0
2873,Tullibardine 25 YO Highland,2000,SOUTHERN WINE & SPIRITS NE ,9,2699.91,222.21,1999.89,700.0199999999998
2991,Tullibardine Single Malt,2000,SOUTHERN WINE & SPIRITS NE ,467,23345.33,36.49,17040.83,6304.5
3387,Kinahan's Irish Whiskey,2000,SOUTHERN WINE & SPIRITS NE ,238,7667.62,30.76,7320.88,346.7399999999998
4453,Pitu Brazilian Rum Cachaca,2000,SOUTHERN WINE & SPIRITS NE ,279,3642.21,10.76,3002.04,640.1700000000001
6566,Geyser Peak Chard,2000,SOUTHERN WINE & SPIRITS NE ,1951,19490.49,5.84,11393.84,8096.6500000000015
6624,Poli Sarpa Grappa,2000,SOUTHERN WINE & SPIRITS NE ,395,16252.050000000001,33.11,13078.45,3173.6000000000004
6649,Wente Morning Fog Chard,2000,SOUTHERN WINE & SPIRITS NE ,12819,161133.81,7.87,100885.53,60248.28
8749,Lugny Les Charmes Macon,2000,SOUTHERN WINE & SPIRITS NE ,3398,53034.02,9.8,33300.4,19733.619999999995
10058,F Coppola Dmd Ivry Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,21018,293349.46,9.26,194626.68,98722.78000000003
10372,Hazlitt Red Cat Finger Lakes,2000,SOUTHERN WINE & SPIRITS NE ,2425,20740.75,5.33,12925.25,7815.5
10374,Hazlitt White Cat Fngr Lakes,2000,SOUTHERN WINE & SPIRITS NE ,107,935.93,5.19,555.33,380.5999999999999
10642,Marques de Murrieta RSV Rioj,2000,SOUTHERN WINE & SPIRITS NE ,47,1178.53,19.86,933.42,245.11
10702,Kris Pnt Nr delle Venezie,2000,SOUTHERN WINE & SPIRITS NE ,1582,19482.18,8.05,12735.1,6747.08
11141,C K Mondavi Chard,2000,SOUTHERN WINE & SPIRITS NE ,12726,125279.82,5.55,70629.3,54650.520000000004
11143,C K Mondavi Willow Spr Chard,2000,SOUTHERN WINE & SPIRITS NE ,11,83.89,3.92,43.12,40.77
11238,Willamette Whole Clst Pnt Nr,2000,SOUTHERN WINE & SPIRITS NE ,2035,43182.649999999994,13.24,26943.4,16239.249999999993
11239,Willamette Pnt Nr Valley,2000,SOUTHERN WINE & SPIRITS NE ,15,404.84999999999997,17.41,261.15000000000003,143.69999999999993
11240,Willamette Rsl Valley Oregon,2000,SOUTHERN WINE & SPIRITS NE ,792,11080.08,9.58,7587.360000000001,3492.7199999999993
11488,C K Mondavi Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,8389,86267.59,7.53,63169.17,23098.42
11489,C K Mondavi Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,66,517.34,5.22,344.52,172.82000000000005
11499,C Krug Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,2225,62053.75,18.24,40584.0,21469.75
11640,F Coppola Emerald Pnt Grigio,2000,SOUTHERN WINE & SPIRITS NE ,2129,28519.71,6.49,13817.210000000001,14702.499999999998
11970,Zaccagnini Montepulciano Rsv,2000,SOUTHERN WINE & SPIRITS NE ,17962,264292.94,7.71,138487.02,125805.92000000001
12078,F Coppola Votre Sante Pnt Nr,2000,SOUTHERN WINE & SPIRITS NE ,1021,12040.79,7.48,7637.080000000001,4403.71
12079,F Coppola Votre Sante Chard,2000,SOUTHERN WINE & SPIRITS NE ,445,5063.55,7.43,3306.35,1757.2000000000003
12235,Murrieta's Well The Spur,2000,SOUTHERN WINE & SPIRITS NE ,458,10245.42,13.99,6407.42,3838.0
12270,Wente Louis Mel Svgn Bl,2000,SOUTHERN WINE & SPIRITS NE ,1634,22722.66,8.72,14248.480000000001,8474.179999999998
12394,Argiolas SerraLori Rose 13,2000,SOUTHERN WINE & SPIRITS NE ,60,503.4,4.63,277.8,225.59999999999997
12429,F Coppola Diamnd Petite Sira,2000,SOUTHERN WINE & SPIRITS NE ,160,2409.4,9.08,1452.8,956.6000000000001
12479,Geyser Peak Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,4407,57755.93,7.94,34991.58,22764.35
12585,F Coppola Sophia Rsl,2000,SOUTHERN WINE & SPIRITS NE ,17,255.83,9.99,169.83,86.0
13045,Double Decker Red,2000,SOUTHERN WINE & SPIRITS NE ,224,1800.96,3.83,857.9200000000001,943.04
13132,F Coppola Rosso & Bianc Shir,2000,SOUTHERN WINE & SPIRITS NE ,32,354.68,5.84,186.88,167.8
13143,F Coppola Directors Chard,2000,SOUTHERN WINE & SPIRITS NE ,1403,21090.97,10.27,14408.81,6682.160000000002
13145,F Coppola Directors Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,46,902.54,14.56,669.76,232.77999999999997
13147,F Coppola Directors Pnt Nr,2000,SOUTHERN WINE & SPIRITS NE ,1408,27183.92,13.01,18318.079999999998,8865.84
13310,C K Mondavi Scarlet Five Red,2000,SOUTHERN WINE & SPIRITS NE ,6,65.94,7.58,45.480000000000004,20.459999999999994
13826,Hazlitt Vyds Red Cat Finger,2000,SOUTHERN WINE & SPIRITS NE ,12,65.88,3.68,44.160000000000004,21.71999999999999
13929,Kirkland Signature Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,24,311.76,7.89,189.35999999999999,122.4
14235,Copa di Vino Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,569,1416.8100000000002,1.64,933.16,483.6500000000002
14236,Copa di Vino Chard,2000,SOUTHERN WINE & SPIRITS NE ,604,1503.96,1.71,1032.84,471.1200000000001
14277,Ferrari Carano Tresor Rsv,2000,SOUTHERN WINE & SPIRITS NE ,8,414.92,32.67,261.36,153.56
14432,Bully Hill NY Rsl,2000,SOUTHERN WINE & SPIRITS NE ,12,155.88,8.78,105.35999999999999,50.52000000000001
14433,F Coppola Rosso Bianco Chard,2000,SOUTHERN WINE & SPIRITS NE ,2244,22068.56,5.8,13015.199999999999,9053.360000000002
14688,Ferrari-Carano RSV Chard,2000,SOUTHERN WINE & SPIRITS NE ,115,4273.85,23.8,2737.0,1536.8500000000004
14840,Kris Artist Cuvee Pnt Grigio,2000,SOUTHERN WINE & SPIRITS NE ,4,39.96,6.7,26.8,13.16
14857,C K Mondavi Wh Znfdl,2000,SOUTHERN WINE & SPIRITS NE ,20,153.8,3.97,79.4,74.4
15014,Librandi Ciro Blanco DOC,2000,SOUTHERN WINE & SPIRITS NE ,11,71.39,4.19,46.09,25.299999999999997
15047,Zaccagnini Pnt Grigio,2000,SOUTHERN WINE & SPIRITS NE ,4243,68835.56999999999,8.24,34962.32,33873.24999999999
15054,C K Mondavi Moscato,2000,SOUTHERN WINE & SPIRITS NE ,4,43.96,8.44,33.76,10.200000000000003
15239,Podere Poggio Scalette 07,2000,SOUTHERN WINE & SPIRITS NE ,1,53.99,36.23,36.23,17.760000000000005
15247,Juve y Camps Brut Nature,2000,SOUTHERN WINE & SPIRITS NE ,620,10202.8,10.32,6398.400000000001,3804.3999999999987
15414,Best Foot Forward Chard,2000,SOUTHERN WINE & SPIRITS NE ,10,89.9,6.2,62.0,27.900000000000006
15415,In the Saddle Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,8,71.92,5.99,47.92,24.0
15729,Copa di Vino Pnt Grigio,2000,SOUTHERN WINE & SPIRITS NE ,906,2255.94,1.66,1503.9599999999998,751.9800000000002
15880,San Polo Brun di Montlcno 11,2000,SOUTHERN WINE & SPIRITS NE ,2,149.98,48.69,97.38,52.599999999999994
16044,Entwine Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,435,3475.65,5.19,2257.65,1218.0
16045,Entwine Merlot,2000,SOUTHERN WINE & SPIRITS NE ,156,1527.24,6.75,1053.0,474.24
16046,Entwine Chard,2000,SOUTHERN WINE & SPIRITS NE ,2,27.98,9.2,18.4,9.580000000000002
16047,Entwine Pnt Grigio,2000,SOUTHERN WINE & SPIRITS NE ,39,545.61,6.8,265.2,280.41
16054,Il Borro Toscana,2000,SOUTHERN WINE & SPIRITS NE ,2,89.98,29.79,59.58,30.400000000000006
16061,Shannon Ridge 09 Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,36,575.64,10.06,362.16,213.47999999999996
16321,Atlas Peak Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,16,559.84,16.88,270.08,289.76000000000005
16503,Lafite Rsv Speciale Bl Brdx,2000,SOUTHERN WINE & SPIRITS NE ,28,485.71999999999997,5.99,167.72,318.0
16555,Murrieta's Well The Whip Wh,2000,SOUTHERN WINE & SPIRITS NE ,563,10786.369999999999,11.18,6294.34,4492.029999999999
16680,Nicolas Potel Pnt Nr Bourgog,2000,SOUTHERN WINE & SPIRITS NE ,102,1616.98,5.8,591.6,1025.38
16681,Nicolas Potel Wh Burgundy,2000,SOUTHERN WINE & SPIRITS NE ,7,132.92999999999998,12.41,86.87,46.059999999999974
16683,Pinnacoli Primitivo Manduria,2000,SOUTHERN WINE & SPIRITS NE ,1,18.99,12.92,12.92,6.0699999999999985
17119,Zaccagnini Cerasuolo Rose,2000,SOUTHERN WINE & SPIRITS NE ,1390,22487.1,10.66,14817.4,7669.699999999999
17209,The Divining Rod Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,1046,16901.54,11.03,11537.38,5364.160000000002
17266,The Divining Rod Chard,2000,SOUTHERN WINE & SPIRITS NE ,17,239.83,9.03,153.51,86.32000000000002
17598,Ch Ducru-Beaucalliou 09 Gr C,2000,SOUTHERN WINE & SPIRITS NE ,7,1749.93,171.23,1198.61,551.3200000000002
17601,Ch Palmer Margaux 09 Medoc,2000,SOUTHERN WINE & SPIRITS NE ,23,7819.77,234.48,5393.04,2426.7300000000005
17949,OneHope Cabernet Sauvignon,2000,SOUTHERN WINE & SPIRITS NE ,14,195.86,9.39,131.46,64.4
18240,Renacer Enamore Red,2000,SOUTHERN WINE & SPIRITS NE ,283,7399.17,17.68,5003.44,2395.7300000000005
18423,F Coppola Diamond Red,2000,SOUTHERN WINE & SPIRITS NE ,1919,29638.81,9.93,19055.67,10583.140000000003
18613,Juve Y Camp Rose Brut Pnt Nr,2000,SOUTHERN WINE & SPIRITS NE ,777,11329.23,9.33,7249.41,4079.8199999999997
18697,Turnbull Cab Svgn 09 Blk Lab,2000,SOUTHERN WINE & SPIRITS NE ,6,587.9399999999999,59.86,359.15999999999997,228.77999999999997
18762,Villadoria Barolo,2000,SOUTHERN WINE & SPIRITS NE ,36,1439.64,27.39,986.04,453.60000000000014
19044,Tasca d'Almerita 08 Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,10,531.9,35.37,353.7,178.2
19045,San Polo Mezzopane 06 Toscan,2000,SOUTHERN WINE & SPIRITS NE ,59,1684.4099999999999,18.61,1097.99,586.4199999999998
19046,Falesco 07 Montefalco Sangra,2000,SOUTHERN WINE & SPIRITS NE ,1,44.99,29.99,29.99,15.000000000000004
19047,Corte Giara Valpo Ripasso 11,2000,SOUTHERN WINE & SPIRITS NE ,1,18.99,12.83,12.83,6.159999999999998
19049,Corte Giara Amarone 09,2000,SOUTHERN WINE & SPIRITS NE ,12,599.88,33.33,399.96,199.92000000000002
19050,Castelluccio Ronco 07,2000,SOUTHERN WINE & SPIRITS NE ,2,49.98,16.33,32.66,17.32
19052,Is Argiolas Vermentino di Sa,2000,SOUTHERN WINE & SPIRITS NE ,2,43.98,14.76,29.52,14.459999999999997
19126,Delas Cotes du Rhone,2000,SOUTHERN WINE & SPIRITS NE ,1666,21808.34,8.44,14061.039999999999,7747.300000000001
19127,Saracco Moscato d'Asti,2000,SOUTHERN WINE & SPIRITS NE ,1018,16394.82,10.95,11147.099999999999,5247.720000000001
19228,San Callisto Montepulcno 09,2000,SOUTHERN WINE & SPIRITS NE ,24,527.76,14.37,344.88,182.88
19231,Tasca D'Almerita Rosso 06,2000,SOUTHERN WINE & SPIRITS NE ,59,2148.4100000000003,23.97,1414.23,734.1800000000003
19232,Tasca D'Almerita Noz d'Oro09,2000,SOUTHERN WINE & SPIRITS NE ,2,53.98,18.11,36.22,17.759999999999998
19233,Tasca D'Almerita Leone 11,2000,SOUTHERN WINE & SPIRITS NE ,54,1025.46,13.01,702.54,322.9200000000001
19236,Tasca D'Almerita Lamuri Nero,2000,SOUTHERN WINE & SPIRITS NE ,36,459.64,11.64,419.04,40.599999999999966
19322,Kirkland Signature Chard,2000,SOUTHERN WINE & SPIRITS NE ,22,171.38,5.3,116.6,54.78
19453,Wente Southern Hill Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,4557,65096.43,9.65,43975.05,21121.379999999997
19464,Flagstone Noon Gun White,2000,SOUTHERN WINE & SPIRITS NE ,1277,8926.23,4.72,6027.44,2898.79
19465,Flagstone Longitude Red,2000,SOUTHERN WINE & SPIRITS NE ,1152,7849.77,4.72,5437.44,2412.330000000001
19507,Geyser Peak Svgn Bl,2000,SOUTHERN WINE & SPIRITS NE ,12846,112745.54,4.99,64101.54,48643.99999999999
19632,Ch de Pez 10 St Estephe Brdx,2000,SOUTHERN WINE & SPIRITS NE ,13,558.87,27.92,362.96000000000004,195.90999999999997
19633,Ch Haut Beausejour 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,12,455.88,24.51,294.12,161.76
19680,Ch Certan De May de Certan,2000,SOUTHERN WINE & SPIRITS NE ,7,1259.93,119.2,834.4,425.5300000000001
19681,Ch Hosanna 10 Pomerol,2000,SOUTHERN WINE & SPIRITS NE ,1,259.99,168.82,168.82,91.17000000000002
19682,Ch Lafleur Gazin 10 Pomerol,2000,SOUTHERN WINE & SPIRITS NE ,16,911.84,39.03,624.48,287.36
19684,Ch Magdelaine 10 St Emilion,2000,SOUTHERN WINE & SPIRITS NE ,34,3739.66,75.86,2579.24,1160.42
19685,Ch Puy Blanquette 10 St Emil,2000,SOUTHERN WINE & SPIRITS NE ,6,179.94,20.13,120.78,59.16
19694,Ch Pichon Longueville Rsv Co,2000,SOUTHERN WINE & SPIRITS NE ,28,2099.72,49.01,1372.28,727.4399999999998
19695,Ch Bernadotte 10 Haut Medoc,2000,SOUTHERN WINE & SPIRITS NE ,12,419.88,23.8,285.6,134.27999999999997
19822,Ch LaGrange 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,52,5511.48,72.6,3775.2,1736.2799999999997
19824,Ch Lalande Boire 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,48,2015.52,27.27,1308.96,706.56
19825,Ch Monbousquet 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,14,1049.86,51.36,719.04,330.81999999999994
19826,Ch Talbot 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,47,4934.53,68.62,3225.1400000000003,1709.3899999999994
19841,Ch Clos Fourtet 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,3,533.97,114.83,344.49,189.48000000000002
19842,Ch Les Flefs de LaGrange 10,2000,SOUTHERN WINE & SPIRITS NE ,11,494.89,29.41,323.51,171.38
19843,Ch Aile d'Argent 10 Wh Brdx,2000,SOUTHERN WINE & SPIRITS NE ,6,839.94,92.71,556.26,283.68000000000006
19954,Ch Cos d'Estournel 10,2000,SOUTHERN WINE & SPIRITS NE ,6,2699.94,308.21,1849.2599999999998,850.6800000000003
19955,Ch La Croix de Beaucailou 10,2000,SOUTHERN WINE & SPIRITS NE ,31,2944.69,64.18,1989.5800000000004,955.1099999999997
19966,Ch Alter Ego 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,18,2249.82,83.89,1510.02,739.8000000000002
19967,Ch Branaire Ducru 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,43,5417.57,85.13,3660.5899999999997,1756.98
19968,Ch Clerc Milon 10,2000,SOUTHERN WINE & SPIRITS NE ,24,3023.7599999999998,85.71,2057.04,966.7199999999998
19969,Ch D'Issan 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,44,5543.5599999999995,81.81,3599.64,1943.9199999999996
19970,Ch Ducru Beaucallou 10,2000,SOUTHERN WINE & SPIRITS NE ,18,7199.82,263.15,4736.7,2463.12
19971,Ch Le Bon Pasteur 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,13,1624.87,83.89,1090.57,534.3
19972,Ch Montrose 10,2000,SOUTHERN WINE & SPIRITS NE ,41,13529.59,221.47,9080.27,4449.32
20023,Inglenook Cask Cab Svgn,2000,SOUTHERN WINE & SPIRITS NE ,78,5989.219999999999,48.69,3797.8199999999997,2191.3999999999996
20024,Inglenook Rubicon 09,2000,SOUTHERN WINE & SPIRITS NE ,53,9132.470000000001,115.53,6123.09,3009.380000000001
20055,Ch Haut Bailey 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,9,1979.91,151.72,1365.48,614.4300000000001
20056,Ch Rauzan-Segla 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,7,1469.93,139.07,973.49,496.44000000000005
20057,Ch Lascombes 10 Brdx,2000,SOUTHERN WINE & SPIRITS NE ,16,2879.84,120.8,1932.8,947.0400000000002
